name,nickname,weight_class,wins,losses,draws,height_cm,reach_cm,stance,sig_strikes_landed_per_min,sig_strikes_absorbed_per_min,striking_accuracy,striking_defense,takedown_avg_per_fight,takedown_accuracy,takedown_defense,submission_avg_per_fight
Marco Beltran,Psycho,Flyweight,8,6,0,172.72,175.26,Orthodox,2.07,1.93,37,63,0.7,50,46,0.2
Dan Stittgen,The Anvil,Welterweight,12,5,0,185.42,,Orthodox,2.97,4.42,46,37,0.78,100,100,0.0
Jonavin Webb,The Spyder,Welterweight,9,2,0,177.8,,Orthodox,1.47,2.27,30,64,2.5,31,40,1.0
Gilbert Smith,,Middleweight,12,6,0,175.26,,Southpaw,1.09,2.73,41,35,3.51,60,0,1.2
Joanderson Brito,Tubarao,Featherweight,17,5,1,172.72,182.88,Orthodox,2.48,2.49,50,42,2.49,68,56,1.0
Darren Stewart,The Dentist,Light Heavyweight,12,8,0,182.88,187.96,Orthodox,3.05,3.29,45,48,1.75,45,67,0.1
Lucas Almeida,,Featherweight,15,4,0,180.34,180.34,Orthodox,4.94,5.04,39,44,0.0,0,53,0.0
Todd Duffee,,Heavyweight,9,3,0,190.5,198.12,Orthodox,5.93,2.87,37,56,0.72,25,90,0.0
Francisco Rivera,Cisco,Bantamweight,11,7,0,172.72,177.8,Orthodox,4.07,3.16,41,68,1.01,63,68,0.6
Gleison Tibau,,Lightweight,33,14,0,177.8,180.34,Southpaw,1.95,2.51,31,63,4.08,53,92,0.8
Da'Mon Blackshear,The Monster,Bantamweight,17,8,1,177.8,182.88,Switch,4.33,4.19,45,52,1.48,33,71,1.5
Lando Vannata,Groovy,Lightweight,12,7,2,175.26,180.34,Orthodox,4.52,4.76,45,55,1.09,37,69,0.3
Felipe Bunes,Felipinho,Flyweight,14,8,0,170.18,175.26,Orthodox,2.93,4.66,50,44,1.13,22,40,2.3
Muhammad Mokaev,The Punisher,Flyweight,13,0,0,170.18,177.8,Orthodox,1.61,1.35,45,57,5.29,41,25,0.8
Antonina Shevchenko,La Pantera,Flyweight,10,4,0,172.72,170.18,Southpaw,3.86,2.93,55,52,0.43,42,53,0.4
Dmitry Sosnovskiy,Wicked Machine,Heavyweight,11,0,0,190.5,195.58,Orthodox,2.95,2.53,70,35,3.16,66,100,3.2
Steve Byrnes,The Sergeant,Welterweight,6,1,0,182.88,,Orthodox,1.2,2.67,51,27,3.0,60,0,4.0
Luis Henrique,KLB,Heavyweight,10,5,0,187.96,187.96,Orthodox,1.81,2.22,43,47,3.09,36,50,1.0
Erick Silva,,Welterweight,19,9,0,182.88,187.96,Orthodox,2.5,4.18,48,49,0.85,35,56,1.4
Jeka Saragih,,Featherweight,14,5,0,172.72,175.26,Orthodox,2.75,2.82,50,40,2.17,80,66,0.5
Tony Ferguson,El Cucuy,Welterweight,26,11,0,180.34,193.04,Orthodox,4.91,4.37,45,55,0.39,35,66,0.9
Brodie Farber,,Welterweight,16,7,0,185.42,,Orthodox,1.69,2.17,45,53,0.9,50,20,0.9
Sasha Palatnikov,,Welterweight,6,4,0,185.42,182.88,Switch,6.69,5.44,53,52,0.72,100,70,0.0
Luana Santos,,Bantamweight,9,2,0,167.64,170.18,Orthodox,3.69,3.4,52,62,1.91,50,83,1.3
Joe Soto,One Bad Mofo,Bantamweight,18,7,0,167.64,165.1,Orthodox,3.36,5.37,41,67,0.85,21,70,1.9
Jeremy Horn,Gumby,Middleweight,91,22,5,185.42,187.96,Orthodox,1.19,1.99,39,55,1.83,38,29,1.1
Aspen Ladd,,Bantamweight,9,3,0,167.64,167.64,Orthodox,3.78,4.65,47,47,1.56,47,62,0.6
Jon Manley,,Welterweight,9,4,0,185.42,,Orthodox,1.13,4.33,20,45,1.0,7,20,0.0
Diego Brandao,DB,Featherweight,22,11,0,170.18,162.56,Orthodox,2.94,3.38,47,62,3.21,68,80,0.6
Amanda Nunes,The Lioness,Bantamweight,23,5,0,172.72,175.26,Orthodox,4.55,2.62,51,57,2.73,54,82,0.7
Cameron Else,Camchida,Bantamweight,10,6,0,175.26,180.34,Switch,1.99,8.09,40,51,0.0,0,0,0.0
Matt Lindland,The Law,Middleweight,22,9,0,182.88,187.96,Southpaw,2.62,1.56,50,52,3.01,48,60,1.3
Dan Argueta,The Determined,Bantamweight,9,3,0,170.18,172.72,Southpaw,2.48,3.44,43,50,4.36,35,55,1.4
Kevin Vallejos,El Chino,Featherweight,16,1,0,170.18,172.72,Switch,6.28,5.23,45,57,0.84,33,83,0.0
Paul Craig,Bearjew,Light Heavyweight,17,10,1,190.5,193.04,Orthodox,2.5,3.04,45,43,1.43,18,35,1.3
Alberto Crane,,Lightweight,15,5,0,165.1,,Orthodox,0.43,2.61,25,57,0.0,0,50,4.0
Igor Zinoviev,Houdini,Light Heavyweight,4,1,2,185.42,,Orthodox,0.0,0.0,0,0,0.0,0,0,0.0
John Moraga,,Flyweight,19,7,0,167.64,167.64,Orthodox,2.57,2.55,43,56,0.62,23,44,1.1
Eddie Alvarez,,Lightweight,29,6,0,175.26,175.26,Orthodox,4.32,4.39,41,55,2.92,36,92,0.5
Navajo Stirling,,Light Heavyweight,7,0,0,193.04,200.66,Orthodox,6.43,2.49,52,61,1.2,30,78,0.0
Alan Omer,,Featherweight,20,5,0,177.8,,Orthodox,3.49,2.21,55,64,1.69,42,66,0.0
Dustin Jacoby,The Hanyak,Light Heavyweight,21,9,1,190.5,193.04,Orthodox,5.37,4.02,47,57,0.33,25,62,0.0
Angela Hill,Overkill,Strawweight,18,15,0,160.02,162.56,Orthodox,5.43,4.92,50,60,0.78,30,74,0.1
Tom Nolan,Big Train,Lightweight,9,1,0,190.5,185.42,Southpaw,5.82,4.85,45,46,0.41,12,66,1.6
Jessica Penne,,Strawweight,14,9,0,165.1,170.18,Orthodox,2.63,5.05,33,45,1.29,18,36,0.5
Jason Day,Dooms,Middleweight,19,12,0,182.88,182.88,Orthodox,3.61,3.46,54,47,1.13,100,0,0.0
Clay Harvison,Bushwacker,Welterweight,13,6,0,185.42,187.96,Orthodox,3.29,3.91,48,58,0.66,100,68,1.3
Eric Wisely,Little Lee,Featherweight,26,9,1,172.72,,Southpaw,1.42,2.08,47,56,0.0,0,27,0.9
Tim Means,The Dirty Bird,Welterweight,33,17,1,187.96,190.5,Orthodox,5.04,3.65,49,60,1.14,40,64,0.2
Michael Kuiper,,Middleweight,15,5,0,182.88,185.42,Orthodox,3.28,3.62,54,54,2.3,55,79,0.0
Ante Delija,Walking Trouble,Heavyweight,26,6,0,190.5,198.12,Orthodox,6.34,1.95,46,55,0.0,0,0,0.0
Jason MacDonald,The Athlete,Middleweight,25,16,0,190.5,203.2,Orthodox,1.55,2.7,52,46,1.43,16,35,2.0
Barb Honchak,Little Warrior,Flyweight,10,4,0,162.56,165.1,Orthodox,4.04,4.67,30,66,0.0,0,0,1.3
Mickael Lebout,Ragnar,Lightweight,16,7,1,180.34,185.42,Orthodox,2.6,2.98,34,54,0.0,0,60,0.0
Renan Barao,The Baron,Featherweight,34,9,0,167.64,177.8,Orthodox,3.78,3.9,36,57,1.49,41,91,0.5
James Giboo,,Welterweight,13,5,0,180.34,,Orthodox,1.2,7.08,27,39,0.0,0,0,0.0
Abner Lloveras,Skullman,Lightweight,20,9,1,180.34,,,6.27,6.87,49,43,2.0,20,0,0.0
Don'Tale Mayes,Lord Kong,Heavyweight,11,9,0,198.12,205.74,Orthodox,3.22,3.61,43,46,0.59,38,46,0.0
Yusuke Kasuya,,Lightweight,9,3,0,170.18,,Southpaw,2.17,4.34,44,48,1.36,33,0,0.0
Antonio Mendes,Samurai,Light Heavyweight,18,13,0,190.5,195.58,Southpaw,1.34,6.85,47,22,2.51,50,100,0.0
Bogdan Grad,The Unleashed,Featherweight,15,3,0,172.72,177.8,Orthodox,4.44,5.4,51,49,3.31,36,75,0.0
Dequan Townsend,The Tarantula,Light Heavyweight,21,12,0,190.5,200.66,Orthodox,1.23,3.92,34,38,0.0,0,46,0.0
Terry Martin,,Middleweight,23,11,0,172.72,180.34,Orthodox,2.82,3.13,43,54,3.1,42,92,0.0
Matt Van Buren,Gutter,Light Heavyweight,7,6,0,195.58,,,7.73,6.82,45,49,0.0,0,50,0.0
Tim Lajcik,The Bohemian,Heavyweight,7,6,1,185.42,,Orthodox,0.0,0.0,0,0,0.0,0,0,0.0
Tom Niinimaki,Stoneface,Featherweight,22,8,1,175.26,175.26,Orthodox,1.91,2.31,54,58,2.97,46,33,0.5
Takashi Sato,Ten,Welterweight,16,7,0,177.8,185.42,Southpaw,2.21,3.73,41,44,0.76,37,60,0.0
Carlos Felipe,Boi,Heavyweight,11,2,0,182.88,190.5,Orthodox,4.88,5.6,45,50,0.0,0,72,0.0
Bibulatov Magomed,Chaborz,Flyweight,14,2,0,165.1,165.1,Orthodox,3.6,1.83,51,52,2.85,40,75,0.0
Farid Basharat,Ferocious,Bantamweight,13,0,0,172.72,180.34,Orthodox,4.36,2.57,55,59,3.97,44,80,0.5
Bobby Moffett,The Wolfman,Featherweight,13,5,0,177.8,185.42,Orthodox,3.41,3.15,39,61,2.74,66,66,1.4
Kalib Starnes,,Middleweight,17,11,1,190.5,187.96,Orthodox,2.71,4.43,48,53,1.46,33,25,0.6
Daniel Kelly,,Middleweight,13,4,0,182.88,177.8,Southpaw,3.62,4.64,38,61,1.86,34,78,0.3
Melinda Fabian,,Flyweight,4,4,2,167.64,167.64,Orthodox,4.03,4.0,41,62,0.0,0,100,0.0
Karl Roberson,Baby K,Light Heavyweight,9,6,0,185.42,187.96,Southpaw,2.57,2.42,51,57,0.72,40,40,0.5
Laureano Staropoli,Pepi,Middleweight,9,5,0,185.42,180.34,Orthodox,3.31,3.73,34,54,0.83,26,48,0.0
Aalon Cruz,,Featherweight,8,4,0,182.88,198.12,Switch,7.58,8.88,39,58,0.0,0,0,0.0
Umar Nurmagomedov,,Bantamweight,18,1,0,172.72,175.26,Orthodox,4.38,2.15,57,60,3.26,39,78,0.3
Jeremy Kennedy,JBC,Featherweight,11,1,0,180.34,180.34,Orthodox,2.22,2.58,46,47,5.73,52,66,0.0
Ryan Jensen,,Middleweight,21,8,0,185.42,193.04,Orthodox,2.84,2.99,39,59,1.55,50,31,1.9
Garrett Armfield,,Bantamweight,10,5,0,167.64,177.8,Orthodox,5.35,3.64,53,56,1.1,50,64,0.6
Omari Akhmedov,Wolverine,Middleweight,21,6,1,182.88,185.42,Orthodox,2.97,2.84,34,55,2.58,45,65,0.2
Bryan Caraway,Kid Lightning,Bantamweight,21,9,0,172.72,172.72,Orthodox,2.53,3.61,34,54,2.57,25,80,0.8
Danny Chavez,The Colombian Warrior,Featherweight,11,5,1,172.72,170.18,Orthodox,2.86,3.83,38,50,1.95,60,87,0.0
Ian McCall,Uncle Creepy,Flyweight,13,5,1,165.1,162.56,Orthodox,3.59,3.25,39,67,2.08,30,88,0.0
Joe Jordan,,Lightweight,49,14,2,167.64,,Orthodox,1.85,4.27,25,59,0.0,0,66,0.0
Robelis Despaigne,The Big Boy,Heavyweight,5,2,0,200.66,213.36,Orthodox,2.11,2.54,59,46,0.0,0,50,0.0
Jodie Esquibel,,Strawweight,6,6,0,154.94,162.56,Orthodox,4.1,7.37,31,52,0.75,21,83,0.0
Patrick Williams,The Animal,Bantamweight,8,6,0,172.72,185.42,Orthodox,4.12,4.12,51,52,2.71,41,100,0.5
Kazuki Tokudome,,Lightweight,18,7,1,180.34,185.42,Southpaw,2.26,3.63,41,53,2.0,38,78,0.0
Ludovit Klein,Mr. Highlight,Lightweight,23,5,1,170.18,182.88,Southpaw,3.57,3.34,52,52,1.52,51,76,0.0
Grant Dawson,KGD,Lightweight,23,2,1,177.8,182.88,Switch,3.2,2.11,52,44,3.87,40,57,1.1
Rafael Cavalcante,Feijao,Light Heavyweight,12,7,0,185.42,187.96,Orthodox,2.71,3.62,53,49,0.6,40,63,0.1
Juan Espino,El Guapo,Heavyweight,11,2,0,190.5,203.2,Orthodox,2.38,1.95,70,40,8.93,78,50,2.4
Wilson Gouveia,,Middleweight,14,8,0,185.42,193.04,Orthodox,3.02,4.06,39,56,0.9,66,57,2.2
Pat Healy,Bam Bam,Lightweight,34,23,0,182.88,182.88,Orthodox,2.57,2.57,36,50,3.08,37,55,1.1
Claudio Ribeiro,,Middleweight,11,5,0,185.42,195.58,Orthodox,3.59,4.9,51,30,0.56,50,66,0.0
Iliarde Santos,,Flyweight,30,13,1,165.1,170.18,Orthodox,3.0,6.1,30,57,1.66,23,83,0.0
Anthony Lapsley,The Recipe,Welterweight,23,7,0,175.26,,Southpaw,0.53,0.58,34,66,0.0,0,20,0.0
Ryan McGillivray,The Kid,Welterweight,12,0,1,180.34,,,1.27,2.2,20,52,0.0,0,44,0.0
Bogdan Guskov,Czarevitch,Light Heavyweight,18,3,0,190.5,193.04,Orthodox,4.17,3.3,55,45,0.0,0,57,1.1
Ramazan Temirov,Temurlan,Flyweight,19,3,0,162.56,160.02,Orthodox,4.37,3.93,40,59,0.84,50,100,0.0
Kiefer Crosbie,BDK,Welterweight,10,6,0,180.34,177.8,Switch,4.46,5.8,64,46,0.0,0,40,0.0
Josh Culibao,Kuya,Featherweight,11,4,1,177.8,185.42,Orthodox,3.41,3.04,44,59,0.0,0,65,0.3
Royce Gracie,,Middleweight,15,2,3,185.42,,Southpaw,0.88,1.13,41,37,0.0,0,66,0.8
Montel Jackson,Quik,Bantamweight,15,2,0,177.8,190.5,Southpaw,3.22,1.39,53,62,3.24,62,68,0.4
Victor Rodriguez,Vicious,Flyweight,7,4,0,165.1,170.18,Switch,1.59,6.11,37,50,0.0,0,0,0.0
Jay Silva,,Middleweight,10,11,1,187.96,,Southpaw,1.13,3.07,34,40,0.0,0,38,1.0
Marcos Rogerio de Lima,Pezao,Heavyweight,22,10,1,185.42,190.5,Orthodox,3.7,2.9,57,51,1.4,45,59,0.5
Kevin Holland,Trailblazer,Welterweight,28,14,0,190.5,205.74,Orthodox,4.3,3.22,50,50,0.82,38,55,0.6
Vinc Pichel,From Hell,Lightweight,14,5,0,177.8,182.88,Orthodox,3.78,3.17,46,54,2.5,51,31,0.2
Darrell Horcher,The Saint,Lightweight,13,4,0,177.8,177.8,Southpaw,2.05,4.21,44,39,0.35,50,47,0.7
Ed Herman,Short Fuse,Light Heavyweight,27,16,0,185.42,195.58,Orthodox,3.31,3.71,48,42,1.96,47,59,1.0
Steve Jennum,,Heavyweight,2,3,0,177.8,,Orthodox,0.0,0.0,0,0,0.0,0,0,0.0
Serghei Spivac,Polar Bear,Heavyweight,17,6,0,190.5,198.12,Orthodox,3.45,4.25,48,50,4.21,62,63,0.5
Torrez Finney,The Punisher,Middleweight,11,0,0,172.72,190.5,Orthodox,1.77,1.74,68,48,9.31,60,0,1.1
Cody Haddon,,Bantamweight,8,1,0,170.18,175.26,Orthodox,9.2,3.47,51,64,2.48,37,83,0.8
Ricardo Romero,,Light Heavyweight,11,3,0,182.88,193.04,Orthodox,2.17,4.77,55,46,1.63,10,100,3.3
Marcin Tybura,Tybur,Heavyweight,27,10,0,190.5,198.12,Orthodox,3.59,3.33,48,55,1.38,33,75,0.1
Rafaello Oliveira,Tractor,Lightweight,17,8,0,172.72,180.34,Orthodox,2.19,3.38,33,59,2.49,36,11,1.6
Thiago Tavares,,Featherweight,21,7,1,170.18,177.8,Orthodox,2.0,2.31,40,62,3.83,42,62,1.5
Mizuto Hirota,Pugnus,Lightweight,18,10,2,170.18,170.18,Orthodox,3.36,3.5,40,54,1.36,50,58,0.1
Trey Waters,The Truth,Welterweight,9,2,0,195.58,195.58,Orthodox,6.39,5.83,44,55,0.4,33,85,0.8
Mike King,,Middleweight,5,1,0,190.5,,,4.44,1.29,58,72,1.75,25,40,3.5
Seth Baczynski,The Polish Pistola,Welterweight,20,14,0,190.5,190.5,Orthodox,3.08,3.14,31,51,0.89,16,48,0.8
Roberto Romero,El Charro Negro,Featherweight,8,5,1,172.72,177.8,Orthodox,4.56,6.44,49,44,0.0,0,71,0.0
Tereza Bleda,,Flyweight,7,1,0,175.26,180.34,Orthodox,3.02,1.86,53,46,1.81,27,83,0.7
David Zawada,Sagat,Welterweight,17,7,0,182.88,190.5,Orthodox,3.84,4.54,41,55,0.97,33,57,1.7
Carlton Minus,Clutch,Welterweight,10,3,0,177.8,190.5,Orthodox,3.5,4.97,40,50,0.0,0,58,0.0
David Martinez,Black Spartan,Bantamweight,12,1,0,165.1,170.18,Orthodox,5.4,2.7,52,67,0.0,0,100,0.0
Viktor Pesta,,Heavyweight,10,4,0,190.5,195.58,Orthodox,1.58,2.54,36,56,3.29,28,100,0.0
Antonio Banuelos,,Bantamweight,20,11,1,165.1,160.02,Orthodox,2.69,3.15,33,58,1.62,62,86,0.4
Nick Maximov,,Middleweight,8,2,0,182.88,193.04,Southpaw,1.93,2.64,45,46,4.16,45,35,0.2
John Lewis,,Lightweight,3,4,3,182.88,,Southpaw,0.0,4.0,0,66,0.0,0,0,0.0
Ihor Potieria,Duelist,Middleweight,20,8,0,190.5,190.5,Southpaw,4.44,4.96,50,50,0.73,18,66,0.0
Shannon Gugerty,,Lightweight,15,7,0,177.8,180.34,Orthodox,1.25,1.88,39,58,2.13,27,50,3.4
Azamat Murzakanov,The Professional,Light Heavyweight,15,0,0,177.8,180.34,Southpaw,4.93,2.86,57,61,0.58,15,83,0.0
Eduarda Moura,Ronda,Flyweight,12,1,0,167.64,170.18,Orthodox,3.04,2.47,37,61,3.73,37,80,0.3
Marcio Cruz,Pe de Pano,Heavyweight,8,3,0,193.04,,Orthodox,2.92,1.51,46,68,0.53,7,37,1.6
Dennis Hallman,Superman,Lightweight,53,20,2,175.26,182.88,Orthodox,1.12,1.96,44,43,1.79,30,25,2.1
Scott Morris,,Heavyweight,2,1,0,177.8,,Orthodox,0.0,0.0,0,0,0.0,0,0,0.0
Lerone Murphy,The Miracle,Featherweight,17,0,1,175.26,185.42,Orthodox,4.48,2.51,53,61,1.41,54,51,0.5
Ravena Oliveira,Kenoudy,Strawweight,7,2,1,165.1,165.1,Orthodox,1.0,1.2,48,48,2.0,66,62,0.0
Jamey-Lyn Horth,,Flyweight,8,2,0,170.18,167.64,Orthodox,3.52,2.55,54,62,1.2,42,76,0.2
Mike de la Torre,El Cucuy,Featherweight,14,7,0,180.34,180.34,Orthodox,3.21,4.75,39,51,0.36,16,83,0.0
Muslim Salikhov,King of Kung Fu,Welterweight,22,5,0,180.34,177.8,Orthodox,3.39,2.92,49,62,1.08,32,72,0.0
Adam Wieczorek,Siwy,Heavyweight,10,2,0,195.58,205.74,Orthodox,1.68,1.87,38,48,0.41,33,58,0.4
Andre Ewell,Mr. Highlight,Featherweight,17,9,0,172.72,190.5,Southpaw,4.28,4.87,40,51,0.36,75,72,0.1
Kimo Leopoldo,,Heavyweight,10,7,1,190.5,,Orthodox,0.76,2.12,83,30,4.55,100,0,2.3
Gabe Green,Gifted,Lightweight,12,5,0,177.8,185.42,Switch,5.6,6.19,45,47,0.71,50,50,0.5
Piera Rodriguez,La Fiera,Strawweight,11,2,0,160.02,160.02,Orthodox,3.54,2.81,47,55,4.53,54,73,0.0
Richard Crunkilton,Cleat,Lightweight,19,4,0,170.18,,Orthodox,1.72,1.45,41,58,4.08,61,65,1.3
Roosevelt Roberts,The Predator,Lightweight,12,6,0,187.96,185.42,Orthodox,2.84,3.1,43,52,1.18,26,50,0.7
Devonte Smith,King Kage,Lightweight,11,4,0,175.26,193.04,Orthodox,4.55,3.91,53,49,0.35,25,85,0.3
Bruno Silva,Blindado,Middleweight,23,13,0,182.88,187.96,Orthodox,3.86,5.35,48,41,0.77,22,74,0.0
Tofiq Musayev,,Lightweight,22,6,0,175.26,175.26,Orthodox,0.44,0.44,33,71,0.0,0,40,0.0
Yair Rodriguez,El Pantera,Featherweight,21,6,0,180.34,180.34,Orthodox,4.65,3.78,46,52,0.71,29,59,0.6
Gillian Robertson,The Savage,Strawweight,16,8,0,165.1,160.02,Orthodox,2.86,2.86,48,56,2.74,40,41,0.9
Rob MacDonald,Maximus,Light Heavyweight,5,4,0,190.5,198.12,Orthodox,1.8,2.04,50,46,7.19,80,80,5.4
Luigi Fioravanti,,Welterweight,26,15,0,172.72,177.8,Orthodox,2.23,2.21,42,69,3.76,63,67,0.9
Chris Daukaus,,Light Heavyweight,12,7,0,190.5,193.04,Orthodox,6.05,4.64,50,55,0.0,0,100,0.0
Eddie Wineland,,Bantamweight,24,16,1,170.18,175.26,Orthodox,3.4,3.76,29,68,0.34,33,86,0.1
Tom Watson,Kong,Middleweight,17,9,0,185.42,185.42,Orthodox,4.01,4.41,44,50,0.15,7,43,0.0
Gasan Umalatov,Cobra,Welterweight,17,4,2,180.34,180.34,Orthodox,2.23,4.1,39,59,0.75,17,90,0.0
Arnold Allen,Almighty,Featherweight,20,3,0,172.72,177.8,Southpaw,3.45,2.88,41,61,0.93,47,75,0.3
SeungGuk Choi,,Flyweight,7,3,0,167.64,162.56,Orthodox,2.69,2.69,42,65,1.02,27,74,0.0
Rainy Martinez,,Light Heavyweight,0,2,0,182.88,,Orthodox,0.0,0.0,0,0,0.0,0,0,0.0
Francesco Maturi,,,0,1,0,,,,0.0,0.0,0,0,0.0,0,0,0.0
Mike Russow,,Heavyweight,15,3,0,185.42,185.42,Orthodox,1.55,2.9,47,59,4.66,43,0,0.7
Wagner Campos,Galeto,Featherweight,12,10,0,167.64,,Southpaw,1.54,2.53,41,51,2.71,100,0,0.0
Dominique Steele,Non-Stop Action-Packed,Welterweight,14,9,0,177.8,187.96,Orthodox,2.32,2.42,49,50,2.95,42,76,0.0
Shane Roller,,Lightweight,11,7,0,177.8,182.88,Orthodox,2.04,2.65,34,60,2.46,33,42,1.9
Brendan Loughnane,,Featherweight,17,3,0,177.8,177.8,Switch,6.23,6.7,63,53,1.5,30,92,0.0
Jon Tuck,Super Saiyan,Lightweight,10,5,0,180.34,185.42,Orthodox,3.0,3.74,40,60,0.42,33,50,1.0
Mike Malott,Proper,Welterweight,12,2,1,185.42,185.42,Orthodox,4.09,2.96,47,54,2.08,56,16,0.7
Oliver Enkamp,,Welterweight,7,2,0,182.88,195.58,Switch,2.38,3.55,36,37,0.87,16,0,0.0
John Halverson,The Hurricane,Lightweight,16,8,0,175.26,,Southpaw,2.94,5.29,43,47,0.0,0,66,2.0
Johnny Rees,The Hater Hurter,Welterweight,13,5,0,182.88,,Orthodox,3.29,0.84,64,47,1.15,25,50,0.0
Justin Willis,Big Pretty,Heavyweight,8,2,0,185.42,198.12,Southpaw,3.37,2.57,59,57,0.96,66,36,0.0
Mike Brown,,Featherweight,26,9,0,167.64,177.8,Orthodox,2.98,2.45,44,60,3.23,40,66,0.6
King Green,,Lightweight,32,17,1,177.8,180.34,Orthodox,6.4,3.72,52,62,1.22,39,74,0.3
James McSweeney,The Hammer,Heavyweight,15,15,0,193.04,195.58,Switch,3.94,4.33,55,42,0.52,33,100,1.1
Jeremy Kimball,,Light Heavyweight,15,8,0,182.88,182.88,Switch,2.81,3.84,46,49,1.41,20,50,0.0
Guido Cannetti,Ninja,Bantamweight,10,8,0,167.64,172.72,Southpaw,3.44,2.84,55,51,2.27,55,64,0.4
Ricky Glenn,The Gladiator,Welterweight,22,9,2,182.88,177.8,Southpaw,3.79,4.3,42,51,0.72,13,69,0.4
Glaico Franca Moreira,Nego,Lightweight,15,5,0,182.88,195.58,Orthodox,2.35,3.46,42,47,2.68,42,76,0.3
Marcus Davis,The Irish Hand Grenade,Welterweight,22,11,0,177.8,177.8,Southpaw,2.72,2.79,39,65,1.6,48,47,1.4
Donald Cerrone,Cowboy,Lightweight,36,17,0,185.42,185.42,Orthodox,4.41,4.48,46,53,1.16,33,73,1.2
Alexander Volkanovski,The Great,Featherweight,27,4,0,167.64,180.34,Orthodox,6.18,3.36,56,58,1.67,34,70,0.2
David Michaud,BullDawg,Lightweight,11,3,0,175.26,,Orthodox,3.25,4.45,43,54,2.53,58,77,0.7
Michael Chiesa,Maverick,Welterweight,19,7,0,185.42,190.5,Southpaw,2.03,1.73,40,57,3.05,47,67,1.0
Pat Schilling,Thrilling,Featherweight,5,2,0,172.72,,Orthodox,1.87,8.24,26,52,0.0,0,0,0.0
Carls John De Tomas,,Flyweight,6,2,0,165.1,180.34,Southpaw,1.74,3.93,37,44,1.37,33,66,0.0
Quillan Salkilld,,Lightweight,9,1,0,182.88,190.5,Orthodox,5.48,3.46,59,45,8.41,37,100,0.5
Konstantin Erokhin,,Heavyweight,9,3,0,180.34,,Orthodox,1.07,1.83,36,47,0.0,0,70,0.0
Jianping Yang,,Featherweight,11,4,1,170.18,,Orthodox,1.4,2.07,26,65,1.0,25,33,0.0
Bernardo Magalhaes,Trekko,Lightweight,13,4,0,175.26,,Orthodox,1.8,3.37,27,68,0.0,0,0,0.5
Townsend Saunders,,Welterweight,0,2,0,165.1,,Orthodox,0.0,0.0,0,0,0.0,0,0,0.0
Jocelyn Jones-Lybarger,,Strawweight,6,4,0,170.18,162.56,Orthodox,2.96,4.83,31,56,0.34,25,81,0.0
Josh Bryant,The Beast,Middleweight,15,4,0,177.8,,Orthodox,1.1,6.1,20,43,0.0,0,0,0.0
Joseph Holmes,Uglyman Joe,Middleweight,8,4,0,193.04,203.2,Orthodox,2.88,3.08,53,54,1.49,40,50,0.8
Junior Tafa,The Juggernaut,Light Heavyweight,6,4,0,190.5,190.5,Orthodox,3.19,2.49,51,51,0.0,0,69,0.0
Alexis Davis,,Bantamweight,21,11,0,167.64,172.72,Orthodox,4.63,4.45,49,54,0.95,44,34,0.7
Carlos Eduardo Rocha,Ta Danado,Welterweight,9,4,0,177.8,185.42,Orthodox,1.24,1.85,34,55,0.0,0,52,1.4
Kyler Phillips,The Matrix,Bantamweight,12,4,0,172.72,182.88,Orthodox,5.04,3.83,42,60,2.31,45,75,0.4
Nate Schroeder,,Heavyweight,11,10,0,185.42,,,0.0,0.0,0,0,0.0,0,0,0.0
Darrick Minner,,Featherweight,26,14,0,170.18,175.26,Orthodox,2.63,2.28,65,35,2.4,72,66,2.7
Marvin Vettori,The Italian Dream,Middleweight,19,9,1,182.88,187.96,Southpaw,4.68,4.52,45,56,1.43,45,65,0.4
Felipe dos Santos,Lipe Detona,Flyweight,8,3,0,170.18,177.8,Orthodox,3.75,3.8,39,41,0.0,0,20,0.5
Paul Sass,,Lightweight,14,2,0,182.88,185.42,Orthodox,0.53,1.9,26,51,0.53,16,33,7.4
Irene Aldana,,Bantamweight,15,8,0,175.26,172.72,Orthodox,5.19,6.64,39,56,0.15,50,77,0.2
Alex Soto,Extremo,Bantamweight,8,3,1,172.72,,Southpaw,2.95,5.02,25,59,2.82,30,0,0.0
Tyler Toner,,Featherweight,15,7,0,172.72,177.8,Orthodox,2.95,2.13,52,62,0.0,0,54,0.4
Cortney Casey,Cast Iron,Flyweight,10,10,0,170.18,170.18,Orthodox,4.29,4.0,39,55,0.39,31,39,0.5
Josh Quinlan,Bushido,Welterweight,6,3,0,182.88,182.88,Orthodox,3.57,6.38,42,53,0.34,11,71,0.0
Russell Doane,,Bantamweight,15,8,0,170.18,177.8,Orthodox,1.75,1.68,40,53,2.11,45,52,0.8
Henrique da Silva,Frankenstein,Light Heavyweight,14,5,0,190.5,193.04,Orthodox,3.89,5.28,60,40,0.25,14,22,0.2
Josiane Nunes,Josi,Bantamweight,10,4,0,157.48,170.18,Southpaw,5.65,5.76,43,51,0.0,0,58,0.0
Lee Murray,Lightning,Middleweight,8,2,1,190.5,,Orthodox,0.36,3.28,15,32,0.9,100,42,1.8
Mike Rodriguez,Slo Mike,Light Heavyweight,11,7,0,193.04,208.28,Southpaw,4.35,4.24,53,41,0.0,0,37,0.0
Kazula Vargas,,Lightweight,12,5,0,172.72,180.34,Southpaw,3.65,1.77,53,57,0.4,25,30,0.4
