name,nickname,weight_class,wins,losses,draws,height_cm,reach_cm,stance,sig_strikes_landed_per_min,sig_strikes_absorbed_per_min,striking_accuracy,striking_defense,takedown_avg_per_fight,takedown_accuracy,takedown_defense,submission_avg_per_fight
Jamie Yager,The Chosyn 1,Middleweight,8,4,0,185.42,,Orthodox,3.08,2.55,39,63,0.0,0,66,0.0
Aleksei Oleinik,The Boa Constrictor,Heavyweight,60,17,1,187.96,203.2,Orthodox,3.29,3.8,48,44,1.82,46,37,1.9
David Loiseau,The Crow,Middleweight,23,11,0,182.88,193.04,Orthodox,1.59,3.64,44,43,0.43,42,36,0.1
Gary Goodridge,Big Daddy,Heavyweight,23,22,1,190.5,,Orthodox,1.84,2.14,56,48,0.4,100,53,0.8
Westin Wilson,,Featherweight,17,10,0,185.42,185.42,Southpaw,1.57,6.71,31,30,1.57,16,33,7.9
Vanessa Demopoulos,Lil Monster,Flyweight,11,8,0,157.48,149.86,Orthodox,3.37,5.39,39,41,0.32,9,26,0.4
Tafon Nchukwi,Da Don,Middleweight,6,4,0,182.88,195.58,Orthodox,5.57,4.11,52,54,0.76,57,64,0.0
Shane del Rosario,,Heavyweight,11,2,0,193.04,,Southpaw,3.93,2.97,60,54,1.2,40,16,2.4
Rani Yahya,,Bantamweight,28,12,1,167.64,170.18,Orthodox,1.71,2.08,38,50,2.73,30,29,1.8
Max Rohskopf,Rated R,Lightweight,5,1,0,185.42,180.34,Orthodox,1.7,5.8,31,42,3.0,33,0,1.5
Ulysses Gomez,Useless,Flyweight,9,5,0,167.64,,Orthodox,2.72,3.57,25,68,0.0,0,0,0.0
Brad Imes,Hillbilly Heartthrob,Heavyweight,13,7,0,200.66,,Orthodox,2.73,4.24,31,49,1.72,71,0,1.0
Deiveson Figueiredo,Deus da Guerra,Bantamweight,24,5,1,165.1,172.72,Orthodox,2.82,3.64,54,49,1.69,35,58,1.4
Malcolm Wellmaker,The Machine,Bantamweight,10,0,0,177.8,180.34,Switch,7.2,4.8,62,60,0.0,0,100,0.0
Ben Nguyen,Ten,Flyweight,16,8,0,165.1,165.1,Switch,3.51,3.01,40,59,0.25,33,63,1.0
Jeremy Jackson,Scorpion,Welterweight,9,5,0,177.8,,Orthodox,0.71,2.03,27,25,1.52,40,58,0.0
Nick Roehrick,,Light Heavyweight,7,1,0,187.96,,Orthodox,2.31,6.92,17,44,0.0,0,0,0.0
Drakkar Klose,,Lightweight,16,3,1,175.26,177.8,Orthodox,4.25,3.65,55,49,1.49,26,69,0.0
Alex Reyes,The Executioner,Lightweight,13,5,0,180.34,185.42,Orthodox,4.46,6.92,46,48,1.5,28,0,0.0
Rei Tsuruya,,Flyweight,10,1,0,167.64,172.72,Orthodox,2.24,2.01,52,42,5.06,37,50,1.9
Tsuyoshi Kohsaka,TK,Heavyweight,27,19,2,180.34,,Orthodox,1.88,4.41,38,54,1.32,20,33,0.4
Roger Gracie,,Middleweight,8,2,0,193.04,200.66,Orthodox,1.78,1.79,35,61,1.87,53,60,1.9
Kevin Rosier,,Super Heavyweight,2,6,0,193.04,,Orthodox,0.0,0.0,0,0,0.0,0,0,0.0
Roque Martinez,,Heavyweight,15,8,2,177.8,182.88,Orthodox,3.28,4.9,53,56,0.38,50,53,0.4
Preston Parsons,Pressure,Welterweight,11,6,0,180.34,180.34,Orthodox,3.54,3.25,51,54,3.46,36,71,2.3
Fredy Serrano,El Profe,Flyweight,3,2,0,160.02,165.1,Orthodox,1.58,1.89,26,61,2.84,25,84,0.0
Alex Andrade,El Toro,Light Heavyweight,10,5,0,180.34,,Orthodox,0.2,2.6,36,53,0.0,0,25,0.8
Yuta Sasaki,Ulka,Flyweight,21,6,2,177.8,180.34,Southpaw,2.16,2.5,41,50,3.03,43,41,1.2
Nah-Shon Burrell,The Rock n Rolla,Welterweight,15,7,0,180.34,,Orthodox,4.83,3.45,47,56,0.0,0,52,0.3
Nathaniel Wood,The Prospect,Featherweight,21,6,0,167.64,175.26,Orthodox,5.66,3.89,51,56,1.41,48,72,0.6
Carlos Ulberg,Black Jag,Light Heavyweight,13,1,0,193.04,195.58,Orthodox,6.77,4.21,55,51,0.58,60,85,0.2
Laverne Clark,,Welterweight,27,21,1,180.34,,Orthodox,0.0,0.0,0,0,0.0,0,0,0.0
Alex Pereira,Poatan,Light Heavyweight,12,3,0,193.04,200.66,Orthodox,5.0,3.5,62,53,0.11,50,78,0.2
Alexandre Dantas,Cafe,Heavyweight,0,3,0,187.96,,Orthodox,0.21,1.87,25,60,0.0,0,0,3.1
Cory McKenna,Poppins,Strawweight,8,4,0,160.02,147.32,Orthodox,2.94,3.68,38,46,2.0,47,75,0.4
Galore Bofando,,Welterweight,5,3,0,180.34,182.88,Switch,3.63,3.63,45,54,2.37,100,50,0.0
Pablo Garza,The Scarecrow,Featherweight,12,4,0,185.42,185.42,Orthodox,3.37,2.7,44,50,0.94,25,15,1.3
AJ Cunningham,The Savage,Bantamweight,11,5,0,177.8,180.34,Orthodox,4.22,6.31,29,48,0.0,0,46,0.5
Reginaldo Vieira,,Bantamweight,13,5,0,170.18,165.1,Orthodox,3.76,2.89,40,59,1.97,27,25,0.8
Jared Rosholt,,Heavyweight,14,4,0,187.96,190.5,Orthodox,2.08,1.52,46,59,1.83,41,66,0.1
John Lineker,Hands of Stone,Bantamweight,31,9,0,160.02,170.18,Orthodox,5.36,4.27,40,56,0.56,58,67,0.6
Allan Zuniga,Tigre,Lightweight,13,1,0,170.18,177.8,Orthodox,3.93,1.8,52,61,0.0,0,57,1.0
Jinh Yu Frey,,Strawweight,11,10,0,160.02,165.1,Southpaw,2.97,4.23,43,52,1.02,36,90,0.3
Jasmine Jasudavicius,,Flyweight,14,3,0,170.18,172.72,Orthodox,3.71,3.63,45,51,2.61,44,75,0.6
Akbarh Arreola,El Caballero,Lightweight,23,11,1,177.8,180.34,Southpaw,2.32,4.01,45,56,1.07,100,33,0.4
Kerry Schall,Meat Truck,Heavyweight,24,13,0,187.96,,Orthodox,0.94,4.84,11,63,0.0,0,0,0.0
Davey Grant,Dangerous,Bantamweight,17,7,0,172.72,175.26,Orthodox,5.18,3.74,44,55,1.04,40,63,0.2
Razak Al-Hassan,,Light Heavyweight,13,5,0,187.96,,Orthodox,3.27,3.14,39,60,0.65,14,57,0.0
Mike Rio,The Wolverine,Lightweight,10,5,0,177.8,177.8,Orthodox,1.68,2.99,39,53,2.58,27,0,1.0
Pete Williams,El Duro,Heavyweight,12,6,0,190.5,,Orthodox,0.61,2.77,62,40,1.84,40,16,0.9
Don Shainis,Shameless,Featherweight,12,5,0,167.64,170.18,Orthodox,3.42,5.87,50,31,0.97,25,20,1.9
David Mitchell,Daudi,Welterweight,22,7,0,182.88,190.5,Orthodox,1.74,2.06,32,55,0.66,50,29,2.0
Josh Sampo,The Gremlin,Flyweight,11,5,0,162.56,162.56,Orthodox,1.99,2.96,36,55,1.06,33,40,2.1
Yves Jabouin,Tiger,Bantamweight,20,11,0,170.18,172.72,Orthodox,3.06,2.93,41,62,1.94,60,82,0.1
Cory Sandhagen,,Bantamweight,18,5,0,180.34,177.8,Switch,5.06,3.34,45,56,1.28,34,63,0.3
John Marsh,,Heavyweight,8,7,0,182.88,,Orthodox,0.83,2.23,42,40,0.43,100,54,0.4
Rameau Thierry Sokoudjou,The African Assassin,Light Heavyweight,18,18,0,177.8,198.12,Orthodox,2.26,2.61,45,56,1.93,47,78,0.9
Frank Camacho,The Crank,Lightweight,22,10,0,177.8,185.42,Orthodox,6.56,7.44,46,51,1.11,31,73,0.0
Jonny Parsons,The Sluggernaut,Welterweight,9,3,0,175.26,175.26,Orthodox,4.65,4.89,44,60,0.0,0,66,0.0
Yoel Romero,Soldier of God,Middleweight,13,5,0,182.88,185.42,Southpaw,3.44,3.05,49,60,1.57,30,78,0.0
Bas Rutten,El Guapo,Light Heavyweight,28,4,1,185.42,,Orthodox,5.59,2.06,61,79,0.0,0,0,0.0
Felipe Lima,Jungle Boy,Bantamweight,14,2,0,167.64,172.72,Orthodox,2.86,2.91,45,64,2.18,27,85,0.7
Ronnie Lawrence,The Heat,Bantamweight,8,2,0,172.72,172.72,Switch,2.78,1.75,56,52,6.75,77,45,0.2
Mike Wilkinson,The Warrior,Featherweight,9,4,0,170.18,167.64,Orthodox,2.35,3.7,38,35,0.92,14,55,0.9
Justin Levens,The Executioner,Middleweight,10,7,0,180.34,,Orthodox,1.24,3.15,47,37,1.69,50,33,5.1
Josh Ferguson,Taz,Flyweight,10,5,0,165.1,,Orthodox,2.13,4.18,43,32,0.59,11,54,0.0
Alan Belcher,The Talent,Middleweight,18,8,0,187.96,190.5,Orthodox,2.7,3.1,41,59,0.44,26,55,0.9
Akira Corassani,,Featherweight,12,6,0,172.72,172.72,Orthodox,3.25,4.91,45,50,0.7,28,86,0.0
Brendan O'Reilly,Badger,Welterweight,6,3,0,170.18,175.26,Orthodox,1.9,2.77,47,39,2.22,43,36,0.6
Rafael Estevam,Macapa,Flyweight,14,0,0,172.72,175.26,Orthodox,2.1,2.59,54,47,6.01,38,66,0.3
Maia Stevenson,,Strawweight,6,5,0,162.56,157.48,Orthodox,1.57,3.13,54,33,3.91,100,50,0.0
Anderson Dos Santos,Berinja,Bantamweight,21,9,0,165.1,177.8,Orthodox,2.7,5.37,25,49,0.98,14,66,0.7
Miranda Granger,Danger,Strawweight,7,3,0,170.18,172.72,Orthodox,2.79,2.57,47,57,0.0,0,33,0.0
Richard Walsh,Filthy Rich,Welterweight,9,5,0,182.88,185.42,Orthodox,3.84,2.72,46,58,1.55,40,66,0.2
Mark Hall,,Light Heavyweight,5,6,0,182.88,,Orthodox,0.0,0.0,0,0,0.0,0,0,0.0
Maximo Blanco,Maxi,Featherweight,12,8,1,172.72,180.34,Orthodox,4.11,3.19,44,66,1.85,36,63,0.3
Hector Sandoval,Kid Alex,Flyweight,14,4,0,157.48,162.56,Orthodox,3.31,2.33,52,65,3.49,25,71,1.4
Hyder Amil,The Hurricane,Featherweight,11,1,0,175.26,177.8,Switch,6.84,4.18,57,51,0.77,20,81,1.2
Tim McKenzie,,Middleweight,14,9,0,182.88,187.96,Orthodox,1.37,2.96,54,44,0.0,0,28,2.1
David Baron,,Lightweight,17,4,1,167.64,,Switch,1.17,2.1,30,56,0.0,0,14,0.7
Reinier de Ridder,RdR,Middleweight,21,2,0,193.04,198.12,Southpaw,2.95,2.44,52,50,2.86,27,66,0.6
Jason Fairn,,Heavyweight,4,5,0,185.42,,,0.0,0.0,0,0,0.0,0,0,0.0
Tanner Boser,The Bulldozer,Light Heavyweight,21,10,1,187.96,190.5,Orthodox,4.7,2.75,52,58,0.0,0,63,0.0
Vik Grujic,The Spartan,Welterweight,6,6,0,180.34,185.42,Orthodox,2.24,3.39,48,41,1.18,33,26,0.4
David Dvorak,Undertaker,Flyweight,20,6,0,165.1,172.72,Orthodox,3.48,3.29,43,59,0.58,30,70,0.2
Ryan Couture,,Lightweight,11,5,0,177.8,185.42,Orthodox,3.54,2.87,45,54,1.55,29,46,1.3
Darko Stosic,,Light Heavyweight,13,4,0,182.88,193.04,Orthodox,2.61,4.04,45,58,3.42,50,83,0.0
Rongzhu,,Lightweight,27,6,0,175.26,180.34,Orthodox,6.02,5.44,51,52,1.35,62,84,0.1
Maurice Greene,The Crochet Boss,Heavyweight,9,7,0,200.66,203.2,Orthodox,3.28,3.61,45,45,0.0,0,27,0.4
Riki Fukuda,,Middleweight,24,9,0,182.88,185.42,Southpaw,4.24,3.71,43,64,2.17,43,70,0.0
Jay Hieron,The Thoroughbred,Welterweight,23,7,0,182.88,190.5,Orthodox,1.66,1.89,32,61,4.05,60,66,1.0
Reza Nasri,,Light Heavyweight,0,1,0,180.34,,Orthodox,0.0,0.0,0,0,0.0,0,0,0.0
Ricky Turcios,,Bantamweight,13,5,0,175.26,180.34,Orthodox,4.73,3.72,40,52,0.91,20,44,0.4
Tina Lahdemaki,Jelly Bean,Strawweight,5,1,0,157.48,,Orthodox,1.93,4.67,20,57,0.0,0,16,0.0
Philip De Fries,,Heavyweight,12,6,0,195.58,200.66,Orthodox,2.3,3.0,47,37,3.29,42,100,0.6
Joe Vedepo,The Doctor,Middleweight,18,9,0,182.88,,Orthodox,1.43,5.71,42,38,1.07,20,0,0.0
Gregory Rodrigues,Robocop,Middleweight,17,6,0,190.5,190.5,Orthodox,5.54,5.04,51,50,2.21,38,90,0.3
Andre Pederneiras,,Lightweight,1,1,2,172.72,,Orthodox,0.0,0.0,0,0,0.0,0,0,0.0
Daniel Roberts,Ninja,Welterweight,15,7,0,177.8,187.96,Southpaw,0.73,2.27,20,46,2.46,44,40,2.5
Neil Magny,The Haitian Sensation,Welterweight,30,14,0,190.5,203.2,Orthodox,3.45,2.47,46,51,2.15,39,55,0.2
Dustin Ortiz,,Flyweight,19,8,0,165.1,165.1,Orthodox,2.94,2.17,44,56,3.01,36,52,0.1
Manuel Rodriguez,Chalate,Welterweight,11,5,0,175.26,,Orthodox,0.81,3.23,33,38,9.09,75,0,0.0
Kelvin Gastelum,,Middleweight,20,10,0,175.26,180.34,Southpaw,3.67,3.49,42,57,1.05,34,58,0.1
Bruno Lopes,Brunao,Light Heavyweight,14,2,0,187.96,187.96,Orthodox,2.81,3.38,43,57,2.51,33,100,0.0
Fabricio Camoes,Morango,Lightweight,14,9,1,177.8,180.34,Orthodox,1.29,1.85,33,61,2.34,32,20,1.5
Royston Wee,,Bantamweight,4,1,0,170.18,170.18,Orthodox,1.1,2.45,60,49,3.38,81,0,0.0
Milana Dudieva,,Bantamweight,11,6,0,160.02,,Orthodox,0.87,3.43,31,58,2.34,45,0,0.0
Justin Ledet,El Blanco,Light Heavyweight,9,4,0,193.04,203.2,Orthodox,3.35,4.82,39,49,0.23,50,42,0.2
Christina Marks,,Flyweight,8,9,0,170.18,175.26,Orthodox,5.0,3.0,58,64,7.5,100,0,0.0
Rafael Cerqueira,The Lion,Light Heavyweight,11,3,0,190.5,193.04,Southpaw,1.61,4.88,44,36,0.0,0,40,0.0
Stephanie Luciano,Rondinha,Strawweight,6,2,1,167.64,165.1,Orthodox,5.36,3.38,41,61,0.67,66,80,0.0
Norman Parke,Stormin',Lightweight,23,6,1,180.34,177.8,Southpaw,3.06,2.88,35,64,1.98,26,77,0.0
David Teymur,,Lightweight,8,2,0,175.26,185.42,Southpaw,4.69,3.53,43,55,0.94,33,77,0.0
Damir Hadzovic,The Bosnian Bomber,Lightweight,14,8,0,175.26,177.8,Orthodox,3.34,3.74,47,59,0.91,54,34,0.1
Icho Larenas,,Heavyweight,6,5,0,190.5,,Orthodox,0.17,2.5,15,28,0.0,0,14,0.0
Ozzy Diaz,,Middleweight,10,3,0,193.04,200.66,Orthodox,6.44,7.23,50,59,0.0,0,50,0.0
AJ Fletcher,The Ghost,Welterweight,10,3,0,177.8,170.18,Switch,3.36,4.61,49,46,1.54,35,33,0.9
Sean O'Malley,Suga,Bantamweight,18,3,0,180.34,182.88,Switch,6.3,3.48,61,60,0.27,42,61,0.3
Anna Elmose,Panda,Strawweight,3,2,0,160.02,,Orthodox,3.68,4.64,49,56,0.0,0,33,0.0
Kevin Lee,The Motown Phenom,Welterweight,18,8,0,175.26,195.58,Orthodox,3.88,3.6,42,50,3.18,43,75,0.8
Steve Kennedy,The Steamrolla,Welterweight,24,8,0,180.34,,Orthodox,2.28,5.52,35,45,2.51,33,0,0.0
Motonobu Tezuka,,Bantamweight,28,12,7,170.18,,Southpaw,0.87,2.8,23,51,1.5,11,0,0.5
Billy Miles,The Kid,Welterweight,2,2,0,177.8,,Orthodox,0.0,1.25,0,33,0.0,0,0,0.0
Cesar Marscucci,,,3,2,0,,,,0.0,0.0,0,0,0.0,0,0,0.0
Damian Grabowski,The Polish Pitbull,Heavyweight,20,5,0,185.42,190.5,Orthodox,4.0,7.65,36,51,0.0,0,0,0.0
Marcus Jones,The Darkness,Heavyweight,4,2,0,198.12,,Orthodox,1.94,2.71,52,58,8.71,75,0,2.9
Quinn Mulhern,,Lightweight,18,4,0,190.5,,Orthodox,1.48,2.09,28,51,1.36,20,33,0.0
Ben Earwood,,Welterweight,12,3,0,172.72,,Orthodox,0.5,0.2,55,33,3.0,100,0,0.0
Elias Silverio,Xuxu,Lightweight,13,3,0,180.34,185.42,Orthodox,3.67,2.97,49,51,1.62,38,85,0.2
Holly Holm,The Preacher's Daughter,Bantamweight,15,7,0,172.72,175.26,Southpaw,3.13,2.92,40,55,0.87,30,76,0.1
Vitor Miranda,Lex Luthor,Middleweight,12,5,0,185.42,195.58,Orthodox,2.98,2.95,45,58,0.95,55,50,0.2
Maki Pitolo,Coconut Bombz,Middleweight,13,9,0,177.8,190.5,Orthodox,4.1,3.93,44,55,2.24,52,50,0.8
Ben Saunders,Killa B,Welterweight,22,13,2,187.96,195.58,Orthodox,3.23,3.58,50,51,0.2,40,66,1.3
Khamzat Chimaev,Borz,Middleweight,15,0,0,187.96,190.5,Orthodox,4.04,2.32,60,43,5.29,55,85,1.8
Niklas Stolze,Green Mask,Lightweight,12,6,0,185.42,187.96,Switch,2.12,2.25,48,49,0.66,100,55,0.7
Karine Gevorgyan,The Princess,Flyweight,3,3,0,162.56,160.02,,1.2,1.8,20,76,0.0,0,0,0.0
Rich Clementi,No Love,Lightweight,45,23,1,175.26,182.88,Southpaw,1.43,2.29,37,60,1.72,42,25,1.1
Patrick Smith,,Heavyweight,20,17,0,187.96,,Orthodox,0.0,0.0,0,0,0.0,0,0,0.0
Juliana Lima,Ju Thai,Strawweight,9,5,0,165.1,165.1,Orthodox,1.94,2.11,44,55,1.72,31,70,0.0
Jessin Ayari,,Lightweight,16,6,0,182.88,185.42,Orthodox,3.53,3.59,37,58,0.0,0,50,0.3
Eric Shelton,Showtime,Flyweight,12,6,0,167.64,172.72,Orthodox,2.57,1.88,42,63,2.83,51,46,0.2
Junior Albini,Baby,Heavyweight,14,6,0,190.5,187.96,Orthodox,3.98,6.08,51,52,1.54,37,100,0.0
Jimy Hettes,The Kid,Featherweight,11,3,0,175.26,180.34,Southpaw,3.47,3.5,57,57,5.2,44,61,1.4
Clifford Starks,,Middleweight,13,3,0,182.88,198.12,Orthodox,1.94,2.49,33,58,1.94,100,60,0.0
Rolando Delgado,Roli,Lightweight,11,6,1,190.5,195.58,Orthodox,1.56,1.83,40,62,1.17,22,0,3.5
Chris Brennan,The Westside Strangler,Welterweight,21,13,1,172.72,,Orthodox,0.6,0.97,40,50,0.0,0,25,2.1
Marvin Eastman,The Beastman,Middleweight,18,15,1,175.26,185.42,Orthodox,2.21,3.92,35,42,1.38,33,81,0.0
Antonio Trocoli,Malvado,Middleweight,12,5,0,198.12,200.66,Orthodox,1.29,5.79,50,23,0.84,11,50,0.8
Garett Whiteley,Goodnight,Lightweight,7,3,0,182.88,182.88,Orthodox,3.72,4.04,48,46,0.0,0,27,0.9
Derrick Krantz,D-Rock,Welterweight,22,12,0,177.8,182.88,Orthodox,2.07,4.03,37,50,3.18,50,0,0.8
Andre Petroski,,Middleweight,13,5,0,182.88,185.42,Switch,2.82,2.75,49,52,3.21,51,86,1.3
Mark Hughes,,Light Heavyweight,6,2,0,175.26,,Southpaw,0.9,0.4,47,42,3.0,50,0,4.5
Milton Vieira,Miltinho,Featherweight,13,8,2,182.88,,Orthodox,1.13,2.36,35,48,2.67,53,12,0.7
Jin Soo Son,,Bantamweight,9,4,0,167.64,175.26,Orthodox,5.1,7.63,36,52,1.5,25,100,0.0
Yushin Okami,Thunder,Welterweight,34,12,0,187.96,190.5,Southpaw,2.06,2.25,38,60,1.98,39,84,0.5
Charlie Ontiveros,American Bad Boy,Lightweight,11,9,0,187.96,187.96,Switch,1.89,5.86,41,31,0.0,0,30,0.0
Ronda Rousey,Rowdy,Bantamweight,12,2,0,170.18,167.64,Orthodox,4.17,4.14,52,44,6.26,68,50,4.8
Lance Gibson,Fearless,Middleweight,4,5,0,175.26,,Orthodox,1.21,6.44,75,20,0.0,0,0,0.0
Alibi Idiris,,Flyweight,11,1,0,167.64,172.72,Orthodox,3.47,3.6,50,53,0.0,0,60,0.0
Darian Weeks,,Welterweight,5,3,0,180.34,182.88,Orthodox,4.49,4.56,51,51,2.0,30,100,0.0
Marcus Brimage,The Bama Beast,Bantamweight,7,7,0,162.56,180.34,Southpaw,3.97,3.64,35,56,0.56,100,80,0.0
Danyelle Wolf,,Featherweight,1,1,0,180.34,177.8,Orthodox,2.37,4.57,25,47,0.0,0,77,0.5
Matt Hughes,,Welterweight,45,9,0,175.26,185.42,Switch,2.14,1.36,53,53,2.95,50,35,1.2
Cody Garbrandt,No Love,Bantamweight,14,7,0,172.72,165.1,Orthodox,2.88,3.64,39,59,0.93,27,83,0.0
Hernani Perpetuo,,Welterweight,18,5,0,182.88,,Orthodox,2.73,4.37,29,55,0.0,0,37,0.5
Allan Goes,,Light Heavyweight,10,5,2,182.88,,Orthodox,0.64,1.35,52,41,1.75,40,0,2.6
Jose Torres,Shorty,Flyweight,8,1,0,162.56,165.1,Orthodox,4.37,9.84,36,50,1.28,33,75,0.0
Jeff Monson,The Snowman,Heavyweight,60,26,1,175.26,187.96,Orthodox,0.97,2.87,30,59,1.06,12,66,0.7
Jamie Moyle,,Strawweight,4,3,0,154.94,165.1,Orthodox,4.51,4.0,51,65,1.0,21,50,0.0
Karol Rosa,,Bantamweight,19,7,0,165.1,170.18,Orthodox,5.88,4.59,56,49,1.17,48,70,0.2
John Matua,,Super Heavyweight,1,4,0,187.96,,Orthodox,0.0,0.0,0,0,0.0,0,0,0.0
Xiao Long,,Bantamweight,27,10,0,172.72,177.8,Orthodox,5.25,4.2,46,50,0.69,25,79,0.0
Justin Tafa,Bad Man,Heavyweight,7,5,0,182.88,187.96,Southpaw,4.05,5.11,54,47,0.0,0,53,0.0
Jesse Taylor,JT Money,Welterweight,31,15,0,182.88,185.42,Orthodox,1.94,0.55,65,38,7.28,50,100,3.1
Tateki Matsuda,Tech,Flyweight,13,8,0,170.18,,Orthodox,3.2,3.43,34,69,0.0,0,16,0.0
Gina Mazany,Danger,Flyweight,7,6,0,167.64,172.72,Southpaw,3.73,3.52,50,50,4.34,52,33,0.2
Kendall Grove,Da Spyder,Middleweight,23,17,0,198.12,200.66,Orthodox,2.31,2.4,41,54,0.49,45,56,1.7
Dongi Yang,The Ox,Middleweight,13,3,0,177.8,185.42,Southpaw,3.55,3.21,51,63,1.7,41,61,0.5
Phil Davis,Mr. Wonderful,Light Heavyweight,17,4,0,187.96,200.66,Orthodox,2.85,1.33,34,72,2.99,38,72,0.6
Quinton Jackson,Rampage,Light Heavyweight,37,12,0,185.42,185.42,Orthodox,3.25,2.51,54,55,1.52,56,73,0.1
Yoshihiro Akiyama,,Welterweight,14,6,0,177.8,190.5,Orthodox,3.1,3.62,41,57,2.29,67,92,1.0
Dominick Reyes,The Devastator,Light Heavyweight,15,4,0,193.04,195.58,Southpaw,5.58,3.54,54,50,0.31,28,82,0.3
Andreas Stahl,Real Steel,Welterweight,10,4,0,180.34,,Orthodox,2.83,4.74,37,57,1.55,66,80,0.0
Melton Bowen,The Punisher,Heavyweight,0,1,0,182.88,,Orthodox,0.0,0.0,0,0,0.0,0,0,0.0
Edwin DeWees,Babyface,Middleweight,38,17,0,185.42,,Orthodox,1.53,6.19,33,39,2.18,66,0,3.3
Charlie Valencia,,Bantamweight,12,7,0,160.02,162.56,Orthodox,2.58,2.61,37,77,1.4,53,75,0.5
Jennifer Maia,,Flyweight,21,10,1,162.56,162.56,Orthodox,4.35,4.52,38,55,0.42,27,58,0.1
Luis Ramos,Beicao,Welterweight,20,10,2,172.72,,Orthodox,2.4,5.6,35,42,1.5,20,100,0.0
Lavar Johnson,Big,Heavyweight,18,10,0,193.04,208.28,Orthodox,5.39,2.54,55,55,0.61,66,54,0.6
Dominick Cruz,The Dominator,Bantamweight,24,4,0,172.72,172.72,Orthodox,3.91,2.61,33,70,2.82,42,83,0.1
Paul Felder,The Irish Dragon,Lightweight,17,6,0,180.34,177.8,Orthodox,3.7,3.44,44,48,0.29,28,64,0.2
Arjan Bhullar,,Heavyweight,9,1,0,185.42,190.5,Orthodox,2.33,3.25,56,59,1.73,75,100,0.0
Joseph Sandoval,,Bantamweight,7,7,0,170.18,,Southpaw,1.82,12.12,42,60,0.0,0,0,0.0
Gregor Gillespie,The Gift,Lightweight,14,1,0,170.18,180.34,Orthodox,3.74,2.3,52,57,6.86,48,100,0.8
Djorden Santos,Shakur,Middleweight,10,2,0,182.88,190.5,Orthodox,7.2,5.87,43,49,1.0,40,86,0.0
Themba Gorimbo,The Answer,Welterweight,14,5,0,185.42,195.58,Orthodox,3.15,1.09,61,56,4.81,65,82,0.6
Igor Pokrajac,The Duke,Light Heavyweight,28,13,0,182.88,187.96,Orthodox,2.25,4.26,45,40,0.87,29,51,0.2
Chuck O'Neil,Cold Steel,Welterweight,17,9,0,187.96,,,3.13,4.4,37,72,0.0,0,0,0.0
Yuki Kondo,,Middleweight,60,33,9,180.34,,Southpaw,1.14,2.57,42,51,0.76,41,37,0.5
Ikuhisa Minowa,Minowaman,Middleweight,60,42,8,175.26,,Orthodox,0.88,1.66,40,49,1.82,41,5,1.9
Nicco Montano,,Bantamweight,5,3,0,165.1,165.1,Southpaw,5.6,4.43,41,64,2.25,54,69,0.4
Nicolae Negumereanu,,Light Heavyweight,13,2,0,182.88,198.12,Orthodox,3.58,5.56,41,39,1.02,28,62,0.0
Casey Kenney,,Bantamweight,16,4,1,170.18,172.72,Southpaw,4.85,4.67,42,58,1.09,35,61,0.4
Dileno Lopes,,Bantamweight,19,3,0,165.1,,,2.37,3.33,36,53,2.5,31,100,1.5
Jordan Vucenic,The Epidemic,Lightweight,13,4,0,177.8,185.42,Orthodox,2.11,1.9,45,58,0.63,14,44,0.0
Rich Attonito,The Raging Bull,Welterweight,10,5,0,177.8,182.88,Orthodox,2.28,2.13,47,59,0.74,37,75,0.0
Devin Powell,,Lightweight,9,4,0,182.88,185.42,Orthodox,2.88,3.67,41,51,0.0,0,0,0.6
Chris Weidman,The All-American,Middleweight,16,8,0,187.96,198.12,Orthodox,3.11,3.37,45,51,3.27,42,72,0.8
Marco Polo Reyes,,Lightweight,8,7,0,180.34,180.34,Orthodox,6.0,5.52,37,59,0.0,0,46,0.0
Nina Nunes,,Flyweight,11,7,0,165.1,162.56,Orthodox,4.39,3.47,45,55,0.24,33,73,0.5
Rodney Wallace,Shonuff the Master,Light Heavyweight,26,15,1,175.26,182.88,Switch,1.13,3.44,46,45,6.0,54,28,1.0
Dean Lister,The Boogeyman,Middleweight,13,7,0,185.42,190.5,Orthodox,1.26,1.89,35,61,1.58,15,50,1.1
Nad Narimani,Smiler,Featherweight,12,4,0,172.72,177.8,Orthodox,3.33,3.0,42,58,1.92,41,70,0.0
Chad Reiner,The Grinder,Welterweight,33,18,0,180.34,,Orthodox,0.53,1.97,20,46,0.99,33,25,2.0
Saidyokub Kakhramonov,,Bantamweight,10,3,0,172.72,175.26,Orthodox,2.05,0.88,51,58,6.63,48,83,1.9
Jimmy Flick,The Brick,Flyweight,17,9,0,170.18,172.72,Orthodox,1.67,4.7,50,43,2.36,33,0,3.5
Amir Sadollah,,Welterweight,6,5,0,177.8,190.5,Orthodox,4.71,3.55,46,60,0.57,27,60,0.3
Lucas Martins,Mineiro,Featherweight,19,3,0,182.88,182.88,Southpaw,2.87,4.14,35,60,0.0,0,76,0.5
Nassourdine Imavov,The Sniper,Middleweight,17,4,0,190.5,190.5,Orthodox,4.28,3.17,54,58,0.74,32,81,1.0
Jackie Lee,,,0,1,0,,,,0.0,0.0,0,0,0.0,0,0,0.0
Greg Soto,,Welterweight,9,4,0,180.34,185.42,Orthodox,3.21,2.61,63,52,1.49,27,44,1.0
