fighter_a_name,fighter_b_name,winner_name,fight_date,method,round,event_name
Stefan Struve,Stipe Miocic,Stefan Struve,2012-09-29,KO/TKO,2,UFC on FUEL TV: Struve vs Miocic
Darren Uyenoyama,Phil Harris,Darren Uyenoyama,2012-10-05,Submission,2,UFC on FX: Browne vs Bigfoot
Brad Pickett,Yves Jabouin,Brad Pickett,2012-09-29,KO/TKO,1,UFC on FUEL TV: Struve vs Miocic
Paul Sass,Matt Wiman,Matt Wiman,2012-09-29,Submission,1,UFC on FUEL TV: Struve vs Miocic
Dan Hardy,Amir Sadollah,Dan Hardy,2012-09-29,Decision - Unanimous,3,UFC on FUEL TV: Struve vs Miocic
John Hathaway,John Maguire,John Hathaway,2012-09-29,Decision - Unanimous,3,UFC on FUEL TV: Struve vs Miocic
Che Mills,Duane Ludwig,Che Mills,2012-09-29,KO/TKO,1,UFC on FUEL TV: Struve vs Miocic
Tom Watson,Brad Tavares,Brad Tavares,2012-09-29,Decision - Split,3,UFC on FUEL TV: Struve vs Miocic
Andy Ogle,Akira Corassani,Akira Corassani,2012-09-29,Decision - Split,3,UFC on FUEL TV: Struve vs Miocic
Kyle Kingsbury,Jimi Manuwa,Jimi Manuwa,2012-09-29,TKO - Doctor's Stoppage,2,UFC on FUEL TV: Struve vs Miocic
DaMarques Johnson,Gunnar Nelson,Gunnar Nelson,2012-09-29,Submission,1,UFC on FUEL TV: Struve vs Miocic
Jon Jones,Vitor Belfort,Jon Jones,2012-09-22,Submission,4,UFC 152: Jones vs Belfort
Jason Young,Robert Peralta,Robert Peralta,2012-09-29,KO/TKO,1,UFC on FUEL TV: Struve vs Miocic
Joseph Benavidez,Demetrious Johnson,Demetrious Johnson,2012-09-22,Decision - Split,5,UFC 152: Jones vs Belfort
Matt Hamill,Roger Hollett,Matt Hamill,2012-09-22,Decision - Unanimous,3,UFC 152: Jones vs Belfort
Michael Bisping,Brian Stann,Michael Bisping,2012-09-22,Decision - Unanimous,3,UFC 152: Jones vs Belfort
Cub Swanson,Charles Oliveira,Cub Swanson,2012-09-22,KO/TKO,1,UFC 152: Jones vs Belfort
Igor Pokrajac,Vinny Magalhaes,Vinny Magalhaes,2012-09-22,Submission,2,UFC 152: Jones vs Belfort
TJ Grant,Evan Dunham,TJ Grant,2012-09-22,Decision - Unanimous,3,UFC 152: Jones vs Belfort
Sean Pierson,Lance Benoist,Sean Pierson,2012-09-22,Decision - Unanimous,3,UFC 152: Jones vs Belfort
Seth Baczynski,Simeon Thoresen,Seth Baczynski,2012-09-22,KO/TKO,1,UFC 152: Jones vs Belfort
Jimy Hettes,Marcus Brimage,Marcus Brimage,2012-09-22,Decision - Unanimous,3,UFC 152: Jones vs Belfort
Mitch Gagnon,Walel Watson,Mitch Gagnon,2012-09-22,Submission,1,UFC 152: Jones vs Belfort
Kyle Noke,Charlie Brenneman,Kyle Noke,2012-09-22,KO/TKO,1,UFC 152: Jones vs Belfort
Mauricio Rua,Brandon Vera,Mauricio Rua,2012-08-04,KO/TKO,4,UFC on FOX: Shogun vs Vera
Lyoto Machida,Ryan Bader,Lyoto Machida,2012-08-04,KO/TKO,2,UFC on FOX: Shogun vs Vera
Mike Swick,DaMarques Johnson,Mike Swick,2012-08-04,KO/TKO,2,UFC on FOX: Shogun vs Vera
Joe Lauzon,Jamie Varner,Joe Lauzon,2012-08-04,Submission,3,UFC on FOX: Shogun vs Vera
Cole Miller,Nam Phan,Nam Phan,2012-08-04,Decision - Split,3,UFC on FOX: Shogun vs Vera
Josh Grispi,Rani Yahya,Rani Yahya,2012-08-04,Submission,1,UFC on FOX: Shogun vs Vera
Philip De Fries,Oli Thompson,Philip De Fries,2012-08-04,Submission,2,UFC on FOX: Shogun vs Vera
John Moraga,Ulysses Gomez,John Moraga,2012-08-04,KO/TKO,1,UFC on FOX: Shogun vs Vera
Benson Henderson,Frankie Edgar,Benson Henderson,2012-08-11,Decision - Split,5,UFC 150: Henderson vs Edgar II
Manvel Gamburyan,Michihiro Omigawa,Manvel Gamburyan,2012-08-04,Decision - Unanimous,3,UFC on FOX: Shogun vs Vera
Donald Cerrone,Melvin Guillard,Donald Cerrone,2012-08-11,KO/TKO,1,UFC 150: Henderson vs Edgar II
Justin Lawrence,Max Holloway,Max Holloway,2012-08-11,KO/TKO,2,UFC 150: Henderson vs Edgar II
Yushin Okami,Buddy Roberts,Yushin Okami,2012-08-11,KO/TKO,2,UFC 150: Henderson vs Edgar II
Jared Hamman,Michael Kuiper,Michael Kuiper,2012-08-11,KO/TKO,2,UFC 150: Henderson vs Edgar II
Dennis Bermudez,Tommy Hayden,Dennis Bermudez,2012-08-11,Submission,1,UFC 150: Henderson vs Edgar II
Ken Stone,Erik Perez,Erik Perez,2012-08-11,KO/TKO,1,UFC 150: Henderson vs Edgar II
Dustin Pague,Chico Camus,Chico Camus,2012-08-11,Decision - Unanimous,3,UFC 150: Henderson vs Edgar II
Nik Lentz,Eiji Mitsuoka,Nik Lentz,2012-08-11,KO/TKO,1,UFC 150: Henderson vs Edgar II
Urijah Faber,Renan Barao,Renan Barao,2012-07-21,Decision - Unanimous,5,UFC 149: Faber vs Barao
Hector Lombard,Tim Boetsch,Tim Boetsch,2012-07-21,Decision - Split,3,UFC 149: Faber vs Barao
Cheick Kongo,Shawn Jordan,Cheick Kongo,2012-07-21,Decision - Unanimous,3,UFC 149: Faber vs Barao
Brian Ebersole,James Head,James Head,2012-07-21,Decision - Split,3,UFC 149: Faber vs Barao
Court McGee,Nick Ring,Nick Ring,2012-07-21,Decision - Unanimous,3,UFC 149: Faber vs Barao
Anthony Perosh,Ryan Jimmo,Ryan Jimmo,2012-07-21,KO/TKO,1,UFC 149: Faber vs Barao
Bryan Caraway,Mitch Gagnon,Bryan Caraway,2012-07-21,Submission,3,UFC 149: Faber vs Barao
Mitch Clarke,Anton Kuivanen,Anton Kuivanen,2012-07-21,Decision - Split,3,UFC 149: Faber vs Barao
Mark Munoz,Chris Weidman,Chris Weidman,2012-07-11,KO/TKO,2,UFC on FUEL TV: Munoz vs Weidman
Antonio Carvalho,Daniel Pineda,Antonio Carvalho,2012-07-21,KO/TKO,1,UFC 149: Faber vs Barao
James Te Huna,Joey Beltran,James Te Huna,2012-07-11,Decision - Unanimous,3,UFC on FUEL TV: Munoz vs Weidman
Aaron Simpson,Kenny Robertson,Aaron Simpson,2012-07-11,Decision - Unanimous,3,UFC on FUEL TV: Munoz vs Weidman
Karlos Vemola,Francis Carmont,Francis Carmont,2012-07-11,Submission,2,UFC on FUEL TV: Munoz vs Weidman
TJ Dillashaw,Vaughan Lee,TJ Dillashaw,2012-07-11,Submission,1,UFC on FUEL TV: Munoz vs Weidman
Rafael Dos Anjos,Anthony Njokuani,Rafael Dos Anjos,2012-07-11,Decision - Unanimous,3,UFC on FUEL TV: Munoz vs Weidman
Damacio Page,Alex Caceres,Alex Caceres,2012-07-11,Submission,2,UFC on FUEL TV: Munoz vs Weidman
Chris Cariaso,Josh Ferguson,Chris Cariaso,2012-07-11,Decision - Unanimous,3,UFC on FUEL TV: Munoz vs Weidman
Rafael Natal,Andrew Craig,Andrew Craig,2012-07-11,KO/TKO,2,UFC on FUEL TV: Munoz vs Weidman
Marcelo Guimaraes,Dan Stittgen,Marcelo Guimaraes,2012-07-11,Decision - Split,3,UFC on FUEL TV: Munoz vs Weidman
Anderson Silva,Chael Sonnen,Anderson Silva,2012-07-07,KO/TKO,2,UFC 148: Silva vs Sonnen 2
Raphael Assuncao,Issei Tamura,Raphael Assuncao,2012-07-11,KO/TKO,2,UFC on FUEL TV: Munoz vs Weidman
Cung Le,Patrick Cote,Cung Le,2012-07-07,Decision - Unanimous,3,UFC 148: Silva vs Sonnen 2
Dong Hyun Kim,Demian Maia,Demian Maia,2012-07-07,KO/TKO,1,UFC 148: Silva vs Sonnen 2
Forrest Griffin,Tito Ortiz,Forrest Griffin,2012-07-07,Decision - Unanimous,3,UFC 148: Silva vs Sonnen 2
Chad Mendes,Cody McKenzie,Chad Mendes,2012-07-07,KO/TKO,1,UFC 148: Silva vs Sonnen 2
Ivan Menjivar,Mike Easton,Mike Easton,2012-07-07,Decision - Unanimous,3,UFC 148: Silva vs Sonnen 2
Gleison Tibau,Khabib Nurmagomedov,Khabib Nurmagomedov,2012-07-07,Decision - Unanimous,3,UFC 148: Silva vs Sonnen 2
Constantinos Philippou,Riki Fukuda,Constantinos Philippou,2012-07-07,Decision - Unanimous,3,UFC 148: Silva vs Sonnen 2
Melvin Guillard,Fabricio Camoes,Melvin Guillard,2012-07-07,Decision - Unanimous,3,UFC 148: Silva vs Sonnen 2
Wanderlei Silva,Rich Franklin,Rich Franklin,2012-06-23,Decision - Unanimous,5,UFC 147: Silva vs Franklin 2
John Alessio,Shane Roller,Shane Roller,2012-07-07,Decision - Unanimous,3,UFC 148: Silva vs Sonnen 2
Rafaello Oliveira,Yoislandy Izquierdo,Rafaello Oliveira,2012-07-07,Decision - Unanimous,3,UFC 148: Silva vs Sonnen 2
Godofredo Pepey,Rony Jason,Rony Jason,2012-06-23,Decision - Unanimous,3,UFC 147: Silva vs Franklin 2
Cezar Ferreira,Sergio Moraes,Cezar Ferreira,2012-06-23,Decision - Unanimous,3,UFC 147: Silva vs Franklin 2
Iuri Alcantara,Hacran Dias,Hacran Dias,2012-06-23,Decision - Unanimous,3,UFC 147: Silva vs Franklin 2
Fabricio Werdum,Mike Russow,Fabricio Werdum,2012-06-23,KO/TKO,1,UFC 147: Silva vs Franklin 2
Anistavio Medeiros,Rodrigo Damm,Rodrigo Damm,2012-06-23,Submission,1,UFC 147: Silva vs Franklin 2
Delson Heleno,Francisco Trinaldo,Francisco Trinaldo,2012-06-23,KO/TKO,1,UFC 147: Silva vs Franklin 2
John Teixeira,Hugo Viana,Hugo Viana,2012-06-23,Decision - Split,3,UFC 147: Silva vs Franklin 2
Thiago Perpetuo,Leonardo Mafra,Thiago Perpetuo,2012-06-23,KO/TKO,3,UFC 147: Silva vs Franklin 2
Marcos Vinicius,Wagner Campos,Marcos Vinicius,2012-06-23,KO/TKO,3,UFC 147: Silva vs Franklin 2
Brian Ebersole,TJ Waldburger,Brian Ebersole,2012-06-22,Decision - Unanimous,3,UFC on FX: Maynard vs Guida
Sam Stout,Spencer Fisher,Sam Stout,2012-06-22,Decision - Unanimous,3,UFC on FX: Maynard vs Guida
Gray Maynard,Clay Guida,Gray Maynard,2012-06-22,Decision - Split,5,UFC on FX: Maynard vs Guida
Hatsu Hioki,Ricardo Lamas,Ricardo Lamas,2012-06-22,Decision - Unanimous,3,UFC on FX: Maynard vs Guida
Ramsey Nijem,CJ Keith,Ramsey Nijem,2012-06-22,KO/TKO,1,UFC on FX: Maynard vs Guida
Ross Pearson,Cub Swanson,Cub Swanson,2012-06-22,KO/TKO,2,UFC on FX: Maynard vs Guida
Steven Siler,Joey Gambino,Steven Siler,2012-06-22,Submission,1,UFC on FX: Maynard vs Guida
Rick Story,Brock Jardine,Rick Story,2012-06-22,Decision - Unanimous,3,UFC on FX: Maynard vs Guida
Nick Catone,Chris Camozzi,Chris Camozzi,2012-06-22,TKO - Doctor's Stoppage,3,UFC on FX: Maynard vs Guida
Matt Brown,Luis Ramos,Matt Brown,2012-06-22,KO/TKO,2,UFC on FX: Maynard vs Guida
Demetrious Johnson,Ian McCall,Demetrious Johnson,2012-06-08,Decision - Unanimous,3,UFC on FX: Johnson vs McCall
Dan Miller,Ricardo Funch,Dan Miller,2012-06-22,Submission,3,UFC on FX: Maynard vs Guida
Ken Stone,Dustin Pague,Ken Stone,2012-06-22,Decision - Split,3,UFC on FX: Maynard vs Guida
Erick Silva,Charlie Brenneman,Erick Silva,2012-06-08,Submission,1,UFC on FX: Johnson vs McCall
Mike Pyle,Josh Neer,Mike Pyle,2012-06-08,KO/TKO,1,UFC on FX: Johnson vs McCall
Eddie Wineland,Scott Jorgensen,Eddie Wineland,2012-06-08,KO/TKO,2,UFC on FX: Johnson vs McCall
Seth Baczynski,Lance Benoist,Seth Baczynski,2012-06-08,Decision - Split,3,UFC on FX: Johnson vs McCall
Leonard Garcia,Matt Grice,Matt Grice,2012-06-08,Decision - Unanimous,3,UFC on FX: Johnson vs McCall
Mike Pierce,Carlos Eduardo Rocha,Mike Pierce,2012-06-08,Decision - Unanimous,3,UFC on FX: Johnson vs McCall
Dustin Pague,Jared Papazian,Dustin Pague,2012-06-08,Submission,1,UFC on FX: Johnson vs McCall
Tim Means,Justin Salas,Tim Means,2012-06-08,KO/TKO,1,UFC on FX: Johnson vs McCall
Henry Martinez,Bernardo Magalhaes,Henry Martinez,2012-06-08,Decision - Split,3,UFC on FX: Johnson vs McCall
Buddy Roberts,Caio Magalhaes,Buddy Roberts,2012-06-08,Decision - Unanimous,3,UFC on FX: Johnson vs McCall
Jake Hecht,Sean Pierson,Sean Pierson,2012-06-08,Decision - Unanimous,3,UFC on FX: Johnson vs McCall
Jake Ellenberger,Martin Kampmann,Martin Kampmann,2012-06-01,KO/TKO,2,The Ultimate Fighter: Live Finale
Jonathan Brookins,Charles Oliveira,Charles Oliveira,2012-06-01,Submission,2,The Ultimate Fighter: Live Finale
Michael Chiesa,Al Iaquinta,Michael Chiesa,2012-06-01,Submission,1,The Ultimate Fighter: Live Finale
Justin Lawrence,John Cofer,Justin Lawrence,2012-06-01,KO/TKO,3,The Ultimate Fighter: Live Finale
Max Holloway,Pat Schilling,Max Holloway,2012-06-01,Decision - Unanimous,3,The Ultimate Fighter: Live Finale
Daron Cruickshank,Chris Tickle,Daron Cruickshank,2012-06-01,Decision - Unanimous,3,The Ultimate Fighter: Live Finale
Myles Jury,Chris Saunders,Myles Jury,2012-06-01,Submission,1,The Ultimate Fighter: Live Finale
Cristiano Marcello,Sam Sicilia,Sam Sicilia,2012-06-01,KO/TKO,2,The Ultimate Fighter: Live Finale
Joe Proctor,Jeremy Larsen,Joe Proctor,2012-06-01,KO/TKO,1,The Ultimate Fighter: Live Finale
John Albert,Erik Perez,Erik Perez,2012-06-01,Submission,1,The Ultimate Fighter: Live Finale
Roy Nelson,Dave Herman,Roy Nelson,2012-05-26,KO/TKO,1,UFC 146: Dos Santos vs Mir
Cain Velasquez,Antonio Silva,Cain Velasquez,2012-05-26,KO/TKO,1,UFC 146: Dos Santos vs Mir
Junior Dos Santos,Frank Mir,Junior Dos Santos,2012-05-26,KO/TKO,2,UFC 146: Dos Santos vs Mir
Stipe Miocic,Shane del Rosario,Stipe Miocic,2012-05-26,KO/TKO,2,UFC 146: Dos Santos vs Mir
Stefan Struve,Lavar Johnson,Stefan Struve,2012-05-26,Submission,1,UFC 146: Dos Santos vs Mir
Diego Brandao,Darren Elkins,Darren Elkins,2012-05-26,Decision - Unanimous,3,UFC 146: Dos Santos vs Mir
Dan Hardy,Duane Ludwig,Dan Hardy,2012-05-26,KO/TKO,1,UFC 146: Dos Santos vs Mir
Edson Barboza,Jamie Varner,Jamie Varner,2012-05-26,KO/TKO,1,UFC 146: Dos Santos vs Mir
Jacob Volkmann,Paul Sass,Paul Sass,2012-05-26,Submission,1,UFC 146: Dos Santos vs Mir
Jason Miller,CB Dollaway,CB Dollaway,2012-05-26,Decision - Unanimous,3,UFC 146: Dos Santos vs Mir
Mike Brown,Daniel Pineda,Mike Brown,2012-05-26,Decision - Unanimous,3,UFC 146: Dos Santos vs Mir
Kyle Kingsbury,Glover Teixeira,Glover Teixeira,2012-05-26,Submission,1,UFC 146: Dos Santos vs Mir
Chan Sung Jung,Dustin Poirier,Chan Sung Jung,2012-05-15,Submission,4,UFC on FUEL TV: Korean Zombie vs Poirier
Yves Jabouin,Jeff Hougland,Yves Jabouin,2012-05-15,Decision - Unanimous,3,UFC on FUEL TV: Korean Zombie vs Poirier
Donald Cerrone,Jeremy Stephens,Donald Cerrone,2012-05-15,Decision - Unanimous,3,UFC on FUEL TV: Korean Zombie vs Poirier
Amir Sadollah,Jorge Lopez,Amir Sadollah,2012-05-15,Decision - Split,3,UFC on FUEL TV: Korean Zombie vs Poirier
Jason MacDonald,Tom Lawlor,Tom Lawlor,2012-05-15,KO/TKO,1,UFC on FUEL TV: Korean Zombie vs Poirier
Igor Pokrajac,Fabio Maldonado,Igor Pokrajac,2012-05-15,Decision - Unanimous,3,UFC on FUEL TV: Korean Zombie vs Poirier
Brad Tavares,Dongi Yang,Brad Tavares,2012-05-15,Decision - Unanimous,3,UFC on FUEL TV: Korean Zombie vs Poirier
TJ Grant,Carlo Prater,TJ Grant,2012-05-15,Decision - Unanimous,3,UFC on FUEL TV: Korean Zombie vs Poirier
Cody McKenzie,Marcus LeVesseur,Cody McKenzie,2012-05-15,Submission,1,UFC on FUEL TV: Korean Zombie vs Poirier
Rafael Dos Anjos,Kamal Shalorus,Rafael Dos Anjos,2012-05-15,Submission,1,UFC on FUEL TV: Korean Zombie vs Poirier
Alex Soto,Francisco Rivera,Francisco Rivera,2012-05-15,Decision - Unanimous,3,UFC on FUEL TV: Korean Zombie vs Poirier
Jeff Curran,Johnny Eduardo,Johnny Eduardo,2012-05-15,Decision - Unanimous,3,UFC on FUEL TV: Korean Zombie vs Poirier
Nate Diaz,Jim Miller,Nate Diaz,2012-05-05,Submission,2,UFC on FOX: Diaz vs Miller
Josh Koscheck,Johny Hendricks,Johny Hendricks,2012-05-05,Decision - Split,3,UFC on FOX: Diaz vs Miller
Pat Barry,Lavar Johnson,Lavar Johnson,2012-05-05,KO/TKO,1,UFC on FOX: Diaz vs Miller
Rousimar Palhares,Alan Belcher,Alan Belcher,2012-05-05,KO/TKO,1,UFC on FOX: Diaz vs Miller
John Dodson,Tim Elliott,John Dodson,2012-05-05,Decision - Unanimous,3,UFC on FOX: Diaz vs Miller
John Hathaway,Pascal Krauss,John Hathaway,2012-05-05,Decision - Unanimous,3,UFC on FOX: Diaz vs Miller
Tony Ferguson,Michael Johnson,Michael Johnson,2012-05-05,Decision - Unanimous,3,UFC on FOX: Diaz vs Miller
Danny Castillo,John Cholish,Danny Castillo,2012-05-05,Decision - Unanimous,3,UFC on FOX: Diaz vs Miller
Dennis Bermudez,Pablo Garza,Dennis Bermudez,2012-05-05,Decision - Unanimous,3,UFC on FOX: Diaz vs Miller
Louis Gaudinot,John Lineker,Louis Gaudinot,2012-05-05,Submission,2,UFC on FOX: Diaz vs Miller
Roland Delorme,Nick Denis,Roland Delorme,2012-05-05,Submission,1,UFC on FOX: Diaz vs Miller
Jon Jones,Rashad Evans,Jon Jones,2012-04-21,Decision - Unanimous,5,UFC 145: Jones vs Evans
Rory MacDonald,Che Mills,Rory MacDonald,2012-04-21,KO/TKO,2,UFC 145: Jones vs Evans
Mike Massenzio,Karlos Vemola,Karlos Vemola,2012-05-05,Submission,2,UFC on FOX: Diaz vs Miller
Mark Hominick,Eddie Yagin,Eddie Yagin,2012-04-21,Decision - Split,3,UFC 145: Jones vs Evans
Brendan Schaub,Ben Rothwell,Ben Rothwell,2012-04-21,KO/TKO,1,UFC 145: Jones vs Evans
Miguel Torres,Michael McDonald,Michael McDonald,2012-04-21,KO/TKO,1,UFC 145: Jones vs Evans
Travis Browne,Chad Griggs,Travis Browne,2012-04-21,Submission,1,UFC 145: Jones vs Evans
Mark Bocek,John Alessio,Mark Bocek,2012-04-21,Decision - Unanimous,3,UFC 145: Jones vs Evans
John Makdessi,Anthony Njokuani,Anthony Njokuani,2012-04-21,Decision - Unanimous,3,UFC 145: Jones vs Evans
Matt Brown,Stephen Thompson,Matt Brown,2012-04-21,Decision - Unanimous,3,UFC 145: Jones vs Evans
Mac Danzig,Efrain Escudero,Mac Danzig,2012-04-21,Decision - Unanimous,3,UFC 145: Jones vs Evans
Keith Wisniewski,Chris Clements,Chris Clements,2012-04-21,Decision - Split,3,UFC 145: Jones vs Evans
Marcus Brimage,Maximo Blanco,Marcus Brimage,2012-04-21,Decision - Split,3,UFC 145: Jones vs Evans
Alexander Gustafsson,Thiago Silva,Alexander Gustafsson,2012-04-14,Decision - Unanimous,3,UFC on FUEL TV: Gustafsson vs Silva
Brian Stann,Alessio Sakara,Brian Stann,2012-04-14,KO/TKO,1,UFC on FUEL TV: Gustafsson vs Silva
Paulo Thiago,Siyar Bahadurzada,Siyar Bahadurzada,2012-04-14,KO/TKO,1,UFC on FUEL TV: Gustafsson vs Silva
Dennis Siver,Diego Nunes,Dennis Siver,2012-04-14,Decision - Unanimous,3,UFC on FUEL TV: Gustafsson vs Silva
DaMarques Johnson,John Maguire,John Maguire,2012-04-14,Submission,2,UFC on FUEL TV: Gustafsson vs Silva
Cyrille Diabate,Tom DeBlass,Cyrille Diabate,2012-04-14,Decision - Majority,3,UFC on FUEL TV: Gustafsson vs Silva
Brad Pickett,Damacio Page,Brad Pickett,2012-04-14,Submission,2,UFC on FUEL TV: Gustafsson vs Silva
Papy Abedi,James Head,James Head,2012-04-14,Submission,1,UFC on FUEL TV: Gustafsson vs Silva
Francis Carmont,Magnus Cedenblad,Francis Carmont,2012-04-14,Submission,2,UFC on FUEL TV: Gustafsson vs Silva
Reza Madadi,Yoislandy Izquierdo,Reza Madadi,2012-04-14,Submission,2,UFC on FUEL TV: Gustafsson vs Silva
Simeon Thoresen,Besam Yousef,Simeon Thoresen,2012-04-14,Submission,2,UFC on FUEL TV: Gustafsson vs Silva
Joseph Benavidez,Yasuhiro Urushitani,Joseph Benavidez,2012-03-02,KO/TKO,2,UFC on FX: Alves vs Kampmann
Jason Young,Eric Wisely,Jason Young,2012-04-14,Decision - Unanimous,3,UFC on FUEL TV: Gustafsson vs Silva
Court McGee,Constantinos Philippou,Constantinos Philippou,2012-03-02,Decision - Unanimous,3,UFC on FX: Alves vs Kampmann
Thiago Alves,Martin Kampmann,Martin Kampmann,2012-03-02,Submission,3,UFC on FX: Alves vs Kampmann
Anthony Perosh,Nick Penner,Anthony Perosh,2012-03-02,KO/TKO,1,UFC on FX: Alves vs Kampmann
James Te Huna,Aaron Rosa,James Te Huna,2012-03-02,KO/TKO,1,UFC on FX: Alves vs Kampmann
Cole Miller,Steven Siler,Steven Siler,2012-03-02,Decision - Unanimous,3,UFC on FX: Alves vs Kampmann
TJ Waldburger,Jake Hecht,TJ Waldburger,2012-03-02,Submission,1,UFC on FX: Alves vs Kampmann
Kyle Noke,Andrew Craig,Andrew Craig,2012-03-02,Decision - Unanimous,3,UFC on FX: Alves vs Kampmann
Mackens Semerzier,Daniel Pineda,Daniel Pineda,2012-03-02,Submission,1,UFC on FX: Alves vs Kampmann
Oli Thompson,Shawn Jordan,Shawn Jordan,2012-03-02,KO/TKO,2,UFC on FX: Alves vs Kampmann
Diego Sanchez,Jake Ellenberger,Jake Ellenberger,2012-02-15,Decision - Unanimous,3,UFC on FUEL TV: Sanchez vs Ellenberger
Aaron Simpson,Ronny Markes,Ronny Markes,2012-02-15,Decision - Split,3,UFC on FUEL TV: Sanchez vs Ellenberger
Stefan Struve,Dave Herman,Stefan Struve,2012-02-15,KO/TKO,2,UFC on FUEL TV: Sanchez vs Ellenberger
Stipe Miocic,Philip De Fries,Stipe Miocic,2012-02-15,KO/TKO,1,UFC on FUEL TV: Sanchez vs Ellenberger
Ivan Menjivar,John Albert,Ivan Menjivar,2012-02-15,Submission,1,UFC on FUEL TV: Sanchez vs Ellenberger
TJ Dillashaw,Walel Watson,TJ Dillashaw,2012-02-15,Decision - Unanimous,3,UFC on FUEL TV: Sanchez vs Ellenberger
Jonathan Brookins,Vagner Rocha,Jonathan Brookins,2012-02-15,KO/TKO,1,UFC on FUEL TV: Sanchez vs Ellenberger
Anton Kuivanen,Justin Salas,Justin Salas,2012-02-15,Decision - Unanimous,3,UFC on FUEL TV: Sanchez vs Ellenberger
Tim Means,Bernardo Magalhaes,Tim Means,2012-02-15,Decision - Unanimous,3,UFC on FUEL TV: Sanchez vs Ellenberger
Frankie Edgar,Benson Henderson,Benson Henderson,2012-02-25,Decision - Unanimous,5,UFC 144: Edgar vs Henderson
Quinton Jackson,Ryan Bader,Ryan Bader,2012-02-25,Decision - Unanimous,3,UFC 144: Edgar vs Henderson
Mark Hunt,Cheick Kongo,Mark Hunt,2012-02-25,KO/TKO,1,UFC 144: Edgar vs Henderson
Yoshihiro Akiyama,Jake Shields,Jake Shields,2012-02-25,Decision - Unanimous,3,UFC 144: Edgar vs Henderson
Yushin Okami,Tim Boetsch,Tim Boetsch,2012-02-25,KO/TKO,3,UFC 144: Edgar vs Henderson
Hatsu Hioki,Bart Palaszewski,Hatsu Hioki,2012-02-25,Decision - Unanimous,3,UFC 144: Edgar vs Henderson
Takanori Gomi,Eiji Mitsuoka,Takanori Gomi,2012-02-25,KO/TKO,2,UFC 144: Edgar vs Henderson
Anthony Pettis,Joe Lauzon,Anthony Pettis,2012-02-25,KO/TKO,1,UFC 144: Edgar vs Henderson
Norifumi Yamamoto,Vaughan Lee,Vaughan Lee,2012-02-25,Submission,1,UFC 144: Edgar vs Henderson
Riki Fukuda,Steve Cantwell,Riki Fukuda,2012-02-25,Decision - Unanimous,3,UFC 144: Edgar vs Henderson
Zhang Tiequan,Issei Tamura,Issei Tamura,2012-02-25,KO/TKO,2,UFC 144: Edgar vs Henderson
Nick Diaz,Carlos Condit,Carlos Condit,2012-02-04,Decision - Unanimous,5,UFC 143: Diaz vs Condit
Takeya Mizugaki,Chris Cariaso,Chris Cariaso,2012-02-25,Decision - Unanimous,3,UFC 144: Edgar vs Henderson
Roy Nelson,Fabricio Werdum,Fabricio Werdum,2012-02-04,Decision - Unanimous,3,UFC 143: Diaz vs Condit
Josh Koscheck,Mike Pierce,Josh Koscheck,2012-02-04,Decision - Split,3,UFC 143: Diaz vs Condit
Renan Barao,Scott Jorgensen,Renan Barao,2012-02-04,Decision - Unanimous,3,UFC 143: Diaz vs Condit
Dustin Poirier,Max Holloway,Dustin Poirier,2012-02-04,Submission,1,UFC 143: Diaz vs Condit
Ed Herman,Clifford Starks,Ed Herman,2012-02-04,Submission,2,UFC 143: Diaz vs Condit
Matthew Riddle,Henry Martinez,Matthew Riddle,2012-02-04,Decision - Split,3,UFC 143: Diaz vs Condit
Matt Brown,Chris Cope,Matt Brown,2012-02-04,KO/TKO,2,UFC 143: Diaz vs Condit
Alex Caceres,Edwin Figueroa,Edwin Figueroa,2012-02-04,Decision - Split,3,UFC 143: Diaz vs Condit
Dan Stittgen,Stephen Thompson,Stephen Thompson,2012-02-04,KO/TKO,1,UFC 143: Diaz vs Condit
Rafael Natal,Michael Kuiper,Rafael Natal,2012-02-04,Decision - Unanimous,3,UFC 143: Diaz vs Condit
Rashad Evans,Phil Davis,Rashad Evans,2012-01-28,Decision - Unanimous,5,UFC on FOX: Evans vs Davis
Chael Sonnen,Michael Bisping,Chael Sonnen,2012-01-28,Decision - Unanimous,3,UFC on FOX: Evans vs Davis
Demian Maia,Chris Weidman,Chris Weidman,2012-01-28,Decision - Unanimous,3,UFC on FOX: Evans vs Davis
Mike Russow,Jon Olav Einemo,Mike Russow,2012-01-28,Decision - Unanimous,3,UFC on FOX: Evans vs Davis
Evan Dunham,Nik Lentz,Evan Dunham,2012-01-28,TKO - Doctor's Stoppage,2,UFC on FOX: Evans vs Davis
Cub Swanson,George Roop,Cub Swanson,2012-01-28,KO/TKO,2,UFC on FOX: Evans vs Davis
Michael Johnson,Shane Roller,Michael Johnson,2012-01-28,Decision - Unanimous,3,UFC on FOX: Evans vs Davis
Charles Oliveira,Eric Wisely,Charles Oliveira,2012-01-28,Submission,1,UFC on FOX: Evans vs Davis
Joey Beltran,Lavar Johnson,Lavar Johnson,2012-01-28,KO/TKO,1,UFC on FOX: Evans vs Davis
Chris Camozzi,Dustin Jacoby,Chris Camozzi,2012-01-28,Submission,3,UFC on FOX: Evans vs Davis
Melvin Guillard,Jim Miller,Jim Miller,2012-01-20,Submission,1,UFC on FX: Guillard vs Miller
